sadf,scientificName,scientificNameAuthorship,genericcolumn1,locality,associatedTaxa,recordedBy,associatedCollectors,samplingEffort,locationRemarks,occurrenceRemarks,genericcolumn2,substrate,habitat,individualCount,reproductiveCondition,establishmentMeans,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,country,stateProvince,county,municipality,path,catalogNumber,identifiedBy,dateIdentified,otherCatalogNumbers,Unnamed: 30
2018-06-11,Cryptotaenia canadensis,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-26,
2018-06-11,Sanicula smallii,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-25,
2018-06-11,Hydrangea cinerea,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-24,
2018-06-11,Hydrangea cinerea,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-23,
2018-06-11,Quercus rubra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-22,
2018-06-11,Hydrangea cinerea,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-21,
2018-06-11,Quercus rubra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-20,
2018-06-11,Pinus strobus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-2,
2018-06-11,Quercus rubra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-19,
2018-06-11,Quercus nigra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-18,
2018-06-11,Erigeron annuus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-17,
2018-06-11,Acer pensylvanicum ,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-168,
2018-06-11,Acer pensylvanicum ,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-163,
2018-06-11,Juglans nigra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-16,
2018-06-11,Carya glabra,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-15,
2018-06-11,Achillea millefolium,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-14,
2018-06-11,Polygonatum biflorum,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-13,
2018-06-11,Sisyrinchium angustifolium,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-12,
2018-06-11,Dichanthellium commutatum ssp. commutatum,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-11,
2018-06-11,Rubus odoratus,L.,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.","Ozmorhiza claytonii, Ozmorhiza claytonia, Lysimachia quadrifolia, Thaspium barbinode, Adiantum pedatum, Tilia amercana var. heterophylla, Securigera varia, Carex scoparia, Cryptotaenia canadensis, Ulmus rubra, Dryopteris marginalis, Lindera benzoin, Polystichum acrostichoides, Carpinus caroliniana, Carya glabra, Phegopteris hexagonoptera, Houstania caerulea, Galax urceolata, Juglans nigra, Carex aureolensis, Carex stipitata, Carex stipitata var. stipitata, Achillea millefolium, Trifolium pratense, Dropteris marginalis, Castanea dentata, Astilbe biternata, Hydrangea barbara, Holcus lanatus, Rumex obtusifolius, Leucanthemum vulgare, Rumex conglomeratus, Huperzia appressa, Laportea canadensis, Leucothoe fontanesiana, Phlox stolonifera, Adiantum peltatum, Boykinia aconitifolia, Carex virescens, Deparia acrostichoides, Scirpus atrovirens, Fagus grandifolia, Poa autumnalis, Potentilla simplex var. simplex, Sisyrinchium angustifolium, Triodanis perfoliata var. perfoliata, Rumex crispus, Chionanthus virginicus, Tilia americana var. americana, Pinus strobus, Rumex conglomeratus","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,US,North Carolina,Macon County,Highlands,,,John Shelton,,36-103,
2018-06-11,Securigera varia,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-102,
2018-06-11,Securigera varia,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-101,
2018-06-11,Dichanthellium commutatum ssp. commutatum,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-10,
2018-06-11,Holcus lanatus,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-1,
2018-06-11,,,,"US, North Carolina, Macon County, Highlands. Walking Fern Gap Trail, mesic woods along creek.","Rubus odoratus, Ozmorhiza claytonii, Ozmorhiza claytonia, Lysimachia quadrifolia, Thaspium barbinode, Adiantum pedatum, Tilia amercana var. heterophylla, Securigera varia, Carex scoparia, Cryptotaenia canadensis, Ulmus rubra, Dryopteris marginalis, Lindera benzoin, Polystichum acrostichoides, Carpinus caroliniana, Carya glabra, Phegopteris hexagonoptera, Houstania caerulea, Galax urceolata, Juglans nigra, Carex aureolensis, Carex stipitata, Carex stipitata var. stipitata, Achillea millefolium, Trifolium pratense, Dropteris marginalis, Castanea dentata, Astilbe biternata, Hydrangea barbara, Holcus lanatus, Rumex obtusifolius, Leucanthemum vulgare, Rumex conglomeratus, Huperzia appressa, Laportea canadensis, Leucothoe fontanesiana, Phlox stolonifera, Adiantum peltatum, Boykinia aconitifolia, Carex virescens, Deparia acrostichoides, Scirpus atrovirens, Fagus grandifolia, Poa autumnalis, Potentilla simplex var. simplex, Sisyrinchium angustifolium, Triodanis perfoliata var. perfoliata, Rumex crispus, Chionanthus virginicus, Tilia americana var. americana, Pinus strobus, Rumex conglomeratus","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.13366,-83.24297,25.789,823,,,,,,,,,36-#,
2018-06-11,Medeola virginiana,,,"US, North Carolina, Jackson County, Cashiers. Whiteside Mountain Trail, gravel trail descending from summit along seeping, granite cliff face.","Carex crinita var. brevicrinis, Juncus tenuis, Carex debilis","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08329,-83.13907,22.755,1432,,,,,,,,,35-101,
2018-06-11,,,,"US, North Carolina, Jackson County, Cashiers. Whiteside Mountain Trail, gravel trail descending from summit along seeping, granite cliff face.","Carex crinita var. brevicrinis, Juncus tenuis, Carex debilis","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North carolina,,,,,,,,,35.08329,-83.13907,22.755,1432,,,,,,,,,35-#,
2018-06-11,Gaylussacia ursina,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, forested area over granite near summit.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08496,-83.13347,16.687,1427,,,,,,,,,34-103,
2018-06-11,Carex debilis,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, forested area over granite near summit.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08496,-83.13347,16.687,1427,,,,,,,,,34-102,
2018-06-11,Magnolia fraseri,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, forested area over granite near summit.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08496,-83.13347,16.687,1427,,,,,,,,,34-101,
2018-06-11,,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, forested area over granite near summit.","Houstania caerulea, Galax urcedata, Micranthes petiolaris, Magnolia fraseri, Panicum clandestinum, Prunus pensylvanica, Smilax herbacea, Houstonia serpyllifolia, Carex debilis, Galax urceolata","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08496,-83.13347,16.687,1427,,,,,,,,,34-#,
2018-06-11,Avenella flexuosa,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, open granitic areas near summit.","Houstonia longifolia var. glabra, Smilax herbacea, Houstonia caerulea, Galax urceolata","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08131,-83.13801,22.755,1468,US,North Carolina,Jackson County,Highlands,,,,,33-101,
2018-06-11,,,,"US, North Carolina, Jackson County, Highlands. Whiteside Mountain Trail, open granitic areas near summit.","Houstonia longifolia var. glabra, Smilax herbacea, Houstonia caerulea, Galax urceolata","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.08131,-83.13801,22.755,1468,,,,,,,,,33-#,
2018-06-06,,,,Grand Prairie in the Coosa Prairies. Completely open site field overlaying limestone substrate with numerous narrowly-endemic species. ,,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,Prairie,,,,34.14033,-85.41701,,161,,,,,,,,,26-#,
2018-06-06,,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,Savanna,,,,34.14033,-85.41701,7.585,161,,,,,,,,,25-#,
2018-06-06,Coreopsis major,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-9,
2018-06-06,Erigeron strigosus var. strigosus,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-8,
2018-06-06,Rudbeckia fulgida var. fulgida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-7,
2018-06-06,Scutellaria laterifolia,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-6,
2018-06-06,Asclepias tuberosa,L.,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",lysimachia graminea,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,Flatwoods,,,,34.13573,-85.40187,13.653,191,US,Georgia,Floyd County,Cave Spring,,,Carina Houck,,23-534,
2018-06-06,Asclepias tuberosa,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-534,
2018-06-06,Silene virginica var. virginica,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-4,
2018-06-06,Callirhoe alcaeoides,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-3,
2018-06-06,Callirhoe alcaeoides,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-2,
2018-06-06,Echinacea simulata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-14,
2018-06-06,Echinacea simulata,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-13,
2018-06-06,Hydrangea cinerea,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-12,
2018-06-06,Rosa setigera,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-11,
2018-06-06,Scirpus atrovirens,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-10,
2018-06-06,,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.","lysimachia graminea, Asclepias tuberosa","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,Flatwoods,,,,34.13573,-85.40187,13.653,191,,,,,,,,,23-#,
2018-06-04,Scutellaria integrifolia,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,,,,,,,,,,,16-31,
2018-06-04,Ligustrum sinense,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,,,,,,,,,,,16-30,
2018-06-04,Coreopsis major,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,,,,,,,,,,,16-29,
2018-06-04,Erigeron annuus,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,,,,,,,,,,,16-28,
2018-06-04,,,,,,,,Flora of Alabama,,,,,Sandstone Glade,,,,34.731898,-85.849333,,,,Alabama,Jackson County,Pigsah,In margins of powerline right of way.,,,,16-#,
2018-05-21,Clematis viorna,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-61,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Cornus florida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-60,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Cornus florida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-55,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Nandina domestica,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-54,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Diospyros virginiana,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-53,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Carya cordiformis,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-52,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Juglans nigra,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-51,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Nandina domestica,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-51,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Asplenium platyneuron,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-50,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Nandina domestica,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-5,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Frangula caroliniana ,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-49,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Elaeagnus pungens,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-48,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Cornus florida,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-47,Herbarium of the University of Tennessee at Chattanooga
2018-05-21,Verbena officinalis,,,"US, Georgia, Floyd County, Cave Spring. Coosa Prairie flatwood habitat beside seasonally dry creek, sparsely open canopy.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of Georgia,,,,,,,,,35.13353,-85.23293,100,223.93597,,,,,,,,,15-446,Herbarium of the University of Tennessee at Chattanooga
